name,price,rating,num_rating,brand,model,_connection_,_type_,_battery_,_microphone_,_noise_,_water_,retailer,is_success
PHILIPS Black TAPH802BK/00 Circumaural Wireless Bluetooth headphones,117.98,,,PHILIPS,TAPH802BK/00,1.0,in ear,8.0,1.0,,,newegg,
MEE audio M9B Bluetooth Wireless Noise-Isolating In-Ear Stereo Headset,,,,MEE audio,EP-M9B-BK-MEE,1.0,over ear,27.0,1.0,cancel,,newegg,
HQRP 887774007251704,43.55,,,,,1.0,,,1.0,cancel,,newegg,
SHURE AONIC 3 Sound Isolating Earphones with UNI Communication Cable (White),193.99,,,SHURE,SE31BAWUNI,1.0,in,,1.0,cancel,,newegg,
Grado GR10e In-Ear Series Headphones,573.33,5.0,2.0,Grado,GR10e,1.0,in,20.0,0.0,,,newegg,True
Audeze Mobius Audiophile Wireless Over-Ear Gaming Headphones with Detachable Microphone (Carbon Black),399.0,,,Audeze,,1.0,over,,1.0,isolate,,newegg,
Bluetooth Headset 5.0 Smart Lightweight Comfortable Sports Earbuds (True Wireless-Black silver),35.8,,,,,1.0,on,,1.0,cancel,,newegg,
"Powerful TrueFree Wireless Bluetooth Earbuds in-Ear Stereo Bluetooth Headphones Wireless Earphones (TWS, Bluetooth 5.0, Built-in Mic, Stereo Calls, Total 15 Hours Playtime)",39.99,,,,,1.0,,,0.0,,,newegg,
RASTO RS3 In-Ear Headphones with Magnet Attraction and Aluminum Build for Android iOS Apple iPhone iPod iPad Smartphones Tablet Laptop - Black / Silver,11.97,,,Rasto,RS3,1.0,in,,1.0,cancel,,newegg,
Sony MDR-7506 Professional Headphone,129.0,,,Sony,Newegg_Delete,1.0,on,,1.0,,,newegg,
Roland RH-300 3.5mm/ 6.3mm Connector Circumaural Stereo Headphone,296.64,,,Roland,RH-300,1.0,over,,0.0,cancel,,newegg,
Headphone Noise Cancelling Headphone Ronghu Subwoofer (Wireless-Large Earmuff-Bluetooth-Black),53.33,,,,,1.0,on,6.0,1.0,,,newegg,
Skullcandy Indy True Wireless In-Ear Headphones - Black. Connected and you can have the truly wireless freedom you want in a look you can rock. Indy lets you move seamlessly through your day.,29.99,4.0,5.0,Skullcandy,,1.0,in,,0.0,,,newegg,True
Mee audio M9 Classic In-Ear Headphone,56.45,4.0,103.0,Mee audio,EP-M9-BK-FF,1.0,in,,0.0,reduct,proof,newegg,True
"E-books S42 Gaming Over-Ear Noise Cancelling Headsets Headphones with Soft Memory Earmuffs Earcups / Bass Surround / 3.5mm Splitter Cable for PS4, PSP, PlayStation, Xbox One, Nintendo Switch, PC Mac",22.99,3.0,1.0,E-books,S42,1.0,over,35.0,0.0,reduct,,newegg,False
JBL Live 400BT Green On-Ear BT Headphones w/Wall Charger,69.99,,,JBL,live 400bt,1.0,on,,1.0,,,newegg,
Paww WAVESOUND2BK WaveSound 2.1 Bluetooth Headphones,59.99,,,Paww,WaveSound 2.1,1.0,over,,1.0,cancel,,newegg,
Newest Wired Sound Card Headphone Hifi Headphone Ergonomically Designed Bass Stereo Wired Headphone (Apple connector not included),28.66,,,,,1.0,on,,1.0,,,newegg,
JVC HA-FX29BT Marshmallow Wireless Bluetooth In-Ear Headphone - Black - HAFX29BTB,66.95,,,JVC,HAFX29BTB,1.0,in,8.0,0.0,reduct,,newegg,
High level metal earphone with microphone HI-FI stereo sound bass sound high quality 3.5mm plug silver color,9.99,,,,,1.0,in,,1.0,cancel,,newegg,
AutofeelSunriseoffice Sport Bluetooth Earphones Wireless Headphones Running Earphone Heavy Super Bass Stereo with Mic IPX7 Waterproof Earbuds Sweatproof With Mic Headset,31.79,,,,,1.0,on,,1.0,,,newegg,
TWS Wireless Bluetooth In-ear Earbuds Stereo Mini Bluetooth 5.0 Earphones with Charging Case Ture Wireless TWS Earphones,56.99,,,,,1.0,over ear,70.0,1.0,,,newegg,
Headset Bluetooth Headset Rong Hu (Wireless-red),34.06,,,,,1.0,on,12.0,1.0,isolate,,newegg,
HQRP 2-Pack G Shape Earpiece Headset PTT Mic for Motorola XTS2250 / MT 2000 / MTS2000 + HQRP Coaster,38.45,,,,,1.0,in ear,228.5,1.0,,,newegg,
Vocollect R SR-20 Headset - SR-20 HD-700-1 Replacement - 18 Month Warranty,119.99,,,,,1.0,in ear,15.0,0.0,,resist,newegg,
"Closed Back Hi-Fi Stereo headphones,H120 Over-ear Studio-Quality Professional Headphones with Deep Bass, Inline Microphone, Music/Call Control, Carry Case (Wired)",89.99,,,Lasmex,H120,1.0,on,,1.0,,,newegg,
Sony MDRXB50AP Extra Bass Earbud Headset (Red),43.5,5.0,5.0,SONY,MDRXB50APB,1.0,,,0.0,,,newegg,True
Phiaton Chord MS 530 M-Series Wireless & Active Noise Cancelling Headphones with Microphone,159.99,2.0,1.0,Phiaton,Chord MS 530,1.0,on,,0.0,isolate,,newegg,False
Ergoguys KIDS-BLU,16.95,,,Hamilton Buhl,,1.0,on,6.0,0.0,,,newegg,
E-books S81 Sport Gaming Bluetooth 4.2 Aluminum Magnetic Wireless In-Ear Headphones Earbuds Earphones for Apple iPhone iPod iPad Samsung Android Smartphones Computer Tablet Laptop Travel – Black Red,26.63,,,E-books,S81,1.0,in,6.5,1.0,,resist,newegg,
"Sony C400 Wireless Behind-the-Neck In-Ear Earbuds Headphones Bluetooth Wireless Stereo Neckband Headset with Built-In Remote and Microphone, Black",85.0,5.0,1.0,SONY,WI-C400,1.0,in,,0.0,,,newegg,True
"JVC HAEC30BTY EARBUDS,WRLS EARCLIP,YLW",47.1,,,JVC,,1.0,in,100.0,1.0,,,newegg,
Langsdom L5B Bluetooth Earphone with HD Mic Metal Stereo Wireless Earphones Headphones auriculares Bluetooth Headset for phone White,15.99,,,,,1.0,in,,1.0,,,newegg,
Mee audio EDM Universe In-Ear Headphones with Headset Functionality and Universal Volume Control (Unity/Green),16.99,,,Mee audio,D1P-GN,1.0,in,6.0,1.0,cancel,proof,newegg,
JBL LIVE650NCBLU LIVE 650BTNC Wireless Over-Ear NC Headphones - Blue,99.95,5.0,1.0,JBL,JBLLIVE650BTNCUAM,1.0,over,,1.0,isolate,,newegg,True
Beyerdynamic DT 240 Over-Ear Professional Studio Headphones (Black),78.99,,,Beyerdynamic,,1.0,over,6.0,1.0,reduct,proof,newegg,
JBL LIVE 500BT Wireless Over-Ear Headphones with Voice Control (White),59.95,4.0,10.0,JBL,JBLLIVE500BTWHTAM,1.0,over,,1.0,,proof,newegg,True
Jabra Elite 65t - Gold Beige Manufacturer True Wireless Earbuds Gold Beige,99.99,,,Jabra,,1.0,in,45.0,1.0,isolate,proof,newegg,
MAGNAVOX Blue MHP4820M-BL 3.5mm Connector Silicone Stereo Earbuds with Microphone,9.44,,,MAGNAVOX,MHP4820M-BL,1.0,,,1.0,,,newegg,
Cyber Acoustics Silver ACM-7000 3.5mm Connector Stereo Headphones for Kids,14.99,5.0,1.0,Cyber Acoustics,ACM-7000,1.0,in ear,,1.0,,,newegg,True
"Key Series Wireless Bluetooth Headphones, Bluetooth 5.0 Wireless Earbuds Active Noise Cancellation Neckband Earphones with Dual Drivers, HiFi Stereo, IPX6 Waterproof, 8H Playtime N33 Dark Black",88.88,,,Aukey,EP-N33,1.0,in,,1.0,isolate,,newegg,
Beats by Dr. Dre - Powerbeats3 Wireless - White,68.99,3.0,2.0,Beats by Dr. Dre,ML8W2LL/A,1.0,in,,1.0,reduct,,newegg,False
Headset Bluetooth Headset Rong Hu (Wireless-white),34.06,,,,,1.0,on,,1.0,reduct,proof,newegg,
AutofeelSunriseoffice Mini Bluetooth Earphone Headset Wireless Headphone With Mic 3D Bass Stereo Portable Noise Cancelling Sport Earbuds For Control Remote Mobile Phone,19.49,,,,,1.0,on,,0.0,,,newegg,
Final Audio Design E3000C Hi-Res In-Ear Headphones with Stainless Housing,62.9,,,final,E3000-C,1.0,,,0.0,cancel,,newegg,
"Bluetooth Deep Bass Over-Ear Hi-Fi Wireless Headphones w/ Built-In Mic, Blue",19.95,,,Altatac,WIRELESSHEADSET,1.0,over,,1.0,cancel,proof,newegg,
"TWS Smart Touch Binaural Wireless Bluetooth Headset, Automatic Pairing, Large-capacity Charging Compartment",39.99,,,FMJ,,1.0,in,,1.0,,,newegg,
Sennheiser Momentum Bluetooth Around-Ear Headphone-Black,309.95,5.0,3.0,Sennheiser,M2 AEBT Black,1.0,,,1.0,,,newegg,True
HQRP 4-Pack 2 Pin External Ear Loop Hands Free with Push-to-talk Microphone for Motorola Radio Devices SP10 / SP21 / SP50 / SP50+ / Spirit-Pro / Spirit-Pro+ / Spirit-HP10 + HQRP Coaster,28.55,,,,,1.0,,,0.0,,,newegg,
HQRP G Shape Earpiece Headset PTT Mic for Motorola APX1000 / APX2000 / APX3000 / APX7000L / APX7000SE / APX8000 / DGP5050 + HQRP Coaster,20.45,,,,,1.0,in ear,120.0,1.0,,,newegg,
JVC HAEC30BTB Ear Clip Bluetooth Sport Headphones - Black,59.99,,,JVC,HAEC30BTB,1.0,in,30.0,1.0,cancel,,newegg,
GRAIN AUDIO OEPH Solid Wood Over-Ear Headphones,88.02,,,Grain Audio,OEHP,1.0,,,1.0,,proof,newegg,
i.am+ BUTTONS - Black i.am+ BUTTONS - Black,135.95,,,I.am+,IAMEP2001BKBK,1.0,in,,1.0,,resist,newegg,
"SoundPEATS True Wireless Earbuds 5.0 Bluetooth Headphones in-Ear Stereo Wireless Earphones with Microphone Binaural Calls, One-Step Pairing, Total 35 Hours, Upgraded TrueFree Plus",25.99,,,SOUNDPEATS,Truefree+,1.0,,,1.0,,,newegg,
AKG K 830 BT Mini Bluetooth Wireless On-Ear Headphones with Controls Built Into Earcup,177.99,,,AKG,K 830 BT,1.0,,200.0,1.0,,,newegg,
LITTLE BIRD PEACH,18.0,,,Marley,EM-JE061-PH,1.0,in,,0.0,,,newegg,
Logitech G Pro X Headset,280.99,,,Logitech,,1.0,,,1.0,,,newegg,
Sennheiser Copper CX 215 3.5mm Connector Ear-Canal Headphone (Copper),84.99,,6.0,Sennheiser,CX 215,1.0,in ear,,1.0,reduct,,newegg,
New TellyHUB wireless audio headset,29.95,1.0,1.0,,,1.0,on,24.0,1.0,,,newegg,False
Mpow Thor Bluetooth Headphones Foldable On Ear Headset & Mic For iPhone Samsung,57.7,,,,,1.0,on,8.0,1.0,isolate,,newegg,
JBL Duet Mini 2 Wireless Bluetooth In-Ear Headphones / Earbuds Hands Free Calls Pure Bass Sound,24.95,,,JBL,Duet Mini 2,1.0,,8.0,1.0,cancel,,newegg,
Sennheiser Adidas Sports CX 680i 1/8 inch (3.5mm) iPhone compatible Connector In-Ear Earphone with Remote,59.99,,9.0,Sennheiser,CX 680i,1.0,,9.0,1.0,,resist,newegg,
Audio Technica ATH-ANC9 QuietPoint Active Noise-Cancelling Headphones,287.99,4.0,3.0,Audio-Technica,ATH-ANC9,1.0,in,,1.0,,,newegg,True
"HP Wired Stereo Gaming Headset with mic, for PS4, Xbox One, Nintendo Switch, PC, Mac, Laptop, Over Ear Headphones PS4 Headset Xbox One Headset and LED Light",29.99,,,HP,H200,1.0,over,8.0,0.0,,proof,newegg,
Apple Black ML8V2ZM/A Powerbeats3 Wireless Earphones,282.98,,,Apple,ML8V2ZM/A,1.0,in,,1.0,,,newegg,
Wired In-Ear Sport Hifi Earphone Earbuds Over Ear Hook Headphone 3.5mm With MIC,,,,,,1.0,in ear,,1.0,,,newegg,
Pioneer SE-IM5BT IRONMAN Wireless Sports Earphones (Blue),24.99,3.0,8.0,Pioneer,,1.0,in,,0.0,cancel,,newegg,False
"Kingwear Bluedio HT Wireless Bluetooth Headphones BT 4.1 Version Stereo Bluetooth Headset built-in Mic for Calls with 3.5 mm Audio Line, Black",39.99,,,Kingwear Bluedio,HT+,1.0,on,,1.0,,,newegg,
Sony MDR-XB950B1 EXTRA BASS Wireless Over-Ear Headphones with Mic (Blue),178.0,4.0,1.0,SONY,,1.0,over,,0.0,isolate,,newegg,True
Bluetooth 5.0 sports headset Ronghu touch waterproof wireless binaural mini in-ear (true wireless-red),48.55,,,,,1.0,on,6.5,1.0,,resist,newegg,
"True Wireless Earbuds, Meidong Bluetooth Earbuds Headphones V5.0 KY06 in-Ear Earphones with Premium Sound Deep Bass Smart Touch Control Built-in Mic Waterproof IPX6 Rechargeable Charging Case Single",39.99,3.0,20.0,COWIN,Meidong KY06,1.0,in ear,,0.0,cancel,proof,newegg,False
"SOUNDPEATS Truengine 2 True Wireless Earbuds Dual Dynamic Drivers V5.0 Hi-Fi Bluetooth Headphones with Crossover Bluetooth Earphones for Sports, Ear Fins, Touch Control, CVC Noise Cancellation",79.99,,,SOUNDPEATS,Truengine2,1.0,,,1.0,,,newegg,
KOSS Violet KE10PAB Lightweight OnEar Bud,12.21,,,KOSS,KE10PAB,1.0,in ear,,1.0,reduct,proof,newegg,
Saf-T-Ear Bluetooth Dual Mode Earphones w/ Ambient Awareness Mode,59.95,,,,,1.0,in,,0.0,,,newegg,
HQRP 4-Pack 2 Pin Acoustic Tube Earpiece Headset Mic for Kenwood KPG27D / KPG29D / KPG48D / KPG49 / KPG55D / KPG56D / KPG62D / KPG66D + HQRP Coaster,26.55,,,,,1.0,in ear,9.0,1.0,cancel,proof,newegg,
Sennheiser Black HD600 3.5mm/ 6.3mm Connector Circumaural Headphone,685.99,5.0,12.0,Sennheiser,HD600,1.0,,48.0,0.0,,proof,newegg,True
lucid audio amped hearband sport led sound amplifying bluetooth neckband earbud headphones  black,99.95,,,Lucid Audio,HearBand,1.0,in ear,,1.0,,resist,newegg,
Sennheiser CX 3.00 In-Ear Headphone- Red,35.8,,,Sennheiser,CX 3.00 Red,1.0,in,,1.0,,,newegg,
Walkers XCEL 100 Active Ear Hearing Protection Equipment Earphone Muff (4 Pack),267.99,,,Walker's Game Ear,,1.0,in,,1.0,,,newegg,
JVC HA-S160R 3.5mm Connector Supra-aural FLATS Lightweight Headband Headphones (Red),14.8,3.0,2.0,JVC,HA-S160R,1.0,on,24.0,1.0,,,newegg,False
AKG K619 High-Performance DJ Headphones With In-Line Microphone - Black,157.0,3.0,4.0,AKG ACOUSTICS,K619BLK,1.0,over ear,,1.0,,,newegg,False
Velodyne vBold Over-Ear Wireless Bluetooth Headphones - Satin Silver,199.37,4.0,69.0,Velodyne,80-VBOLDS,1.0,over,,0.0,,,newegg,True
Solo 3 Wireless On-Ear Headphones Pop Collection - Pop Violet MRRJ2LL/A,189.0,,,,MRRJ2LL/A,1.0,on,,1.0,,,newegg,
CAD MH110 Cad studio monitor headphones with 50mm drivers,50.91,,,CAD,MH110,1.0,on,9.0,1.0,,,newegg,
House of Marley EM-JH121-SB Positive Vibration II On-Ear Headphones in Black,76.98,,,House of Marley,,1.0,on,45.0,1.0,reduct,,newegg,
HQRP 4-Pack Hands Free 2-Pin HeadSet with Earpiece and Microphone for Motorola Radio Devices PRO1150 / PRO2150 / PRO3150 / PRO5150 / RMM2050 / RMU2040 / RMU2043 / RMU2080 / RMU2080D + HQRP Coaster,24.55,,,,,1.0,,,1.0,,,newegg,
FirstPower Bluetooth 5.0 Headset Trucker Earpiece Noise Cancelling Headphones,19.99,,,,,1.0,on,,1.0,isolate,,newegg,
Califone 1114AVPS Headset/Headphone Jackbox,14.01,,,Califone,1114AVPS,1.0,on,20.0,1.0,cancel,,newegg,
Durherm DR-H20 Computer PC Laptop Notebook Desktop On-Ear Stereo Headphone Headset with Noise Canceling Microphone Mic,14.95,,,Frisby,DR-H20,1.0,on,30.0,0.0,cancel,,newegg,
Skullcandy S2LHYK570 Stim On-Ear Headphones Red/Burgundy,34.99,,,SKULLCANDY,S2LHYK570,1.0,on,,0.0,,,newegg,
JLab Audio Epic Air True Wireless 4.1 Sport Earbuds with Mic + Charging Case,199.0,,,,,1.0,,,1.0,,,newegg,
Sennheiser PXC150 3.5mm/ 6.3mm Connector Supra-aural Active Noise Cancelling Headphone,19.95,,,Sennheiser,PXC150,1.0,in,,0.0,,,newegg,
Fuji Labs Black AUFJ-SQNTS306BK 3.5mm Connector Sonique SQ306 Premium Titanium In-Ear Headphones,29.99,,,Fuji Labs,AUFJ-SQNTS306BK,1.0,in,25.0,1.0,,,newegg,
F700 Bluetooth Headphones with Mic Wireless No Earplugs Bone Conduction Headphones Colorful Headphones for Mobile Phone,30.46,,,,,1.0,over ear,30.0,1.0,cancel,,newegg,
Jaybird Midnight Black X2-M Premium Bluetooth Earbud Headphones,89.99,2.0,4.0,Jaybird,X2-M,1.0,on ear,60.0,1.0,cancel,proof,newegg,False
iDeaPlay V207A Active Noise Cancelling Foldable Wireless Headphone Over ear ANC Bluetooth Headphones with Apt-X and microphone,,,,iDeaPlay,V207A,1.0,on,,0.0,,,newegg,
HyperX Cloud Alpha S Over-Ear Gaming Headphones (Blue),129.0,,,,,1.0,in ear,20.0,0.0,,proof,newegg,
"Neewer HD100 Studio Monitor Headphones-Dynamic Foldable Headsets with 40mm Loudhailer Driver, 3 Meters Detachable Cable, 3.5-6.3mm Plug Adapter for PC, Smartphones, MP3, Speakers and More (Black)",14.99,5.0,1.0,,,1.0,on,,1.0,,,newegg,True
QCY QS1 TWS Earphones Bluetooth V5.0 Headset 3D Stereo Sports Wireless Earbuds with Dual Microphone and Charging box for Mobile Phones,23.99,,,,,1.0,over ear,10.0,1.0,,,newegg,
OneOdio Gaming Headphones Over Ear Wired Stereo Headset With Microphone For PS4 Xbox One Phone PC Gamer Studio DJ Headphone,32.05,5.0,3.0,OneOdio,Pro-G,1.0,over,6.0,1.0,,,newegg,True
HQRP 4-Pack G Shape Earpiece Headset PTT Mic for EF Johnson 7700 / 514X / AN/PRC-127EF + HQRP Coaster,75.55,,,,,1.0,,,0.0,isolate,,newegg,
SMS Audio White SMS-WS-WHT Over-Ear SYNC by 50 Wireless Headphone,217.89,2.0,4.0,SMS Audio,SMS-WS-WHT,1.0,,15.0,1.0,reduct,,newegg,False
Sennheiser Black PC 3 CHAT 2 x 3.5mm for Desktop/Laptop Connector Headphone/Headset,13.66,4.0,4.0,Sennheiser,PC 3 CHAT,1.0,,6.0,1.0,,,newegg,True
ifrogz Plugz Wireless Earbuds,12.95,,,Ifrogz,,1.0,in ear,,1.0,,,newegg,
"SA708GT Headset Explosive Game Eating Chicken Wired Headset, 3.5mm Audio, Omnidirectional Radio, Camouflage White",39.99,,,SADES,,1.0,in ear,,0.0,cancel,,newegg,
Status Audio CB-1 Closed Back Studio Monitor Headphones,79.0,,,Status Audio,CB-1,1.0,on,250.0,1.0,reduct,,newegg,
100% Original KZ ATE 3.5mm In Ear Earphones Stereo Sport Earphone Super HIFI Bass Noise Isolating with Mic,44.56,,,,,1.0,in,,0.0,,,newegg,
"TUNAI DRUM Hi-Res Certified Bass Enhanced Earphone - In-ear Headphones with Extra Large 1/2"" Drivers for Improved Bass Response, Good Clarity, Wide Soundstage & Precise Sound Positioning (Orange)",29.99,5.0,2.0,TUNAI,DRUM,1.0,in,,0.0,,,newegg,True
"1MORE Stylish Dual-dynamic Driver BT In-Ear Headphones Wireless Bluetooth Earphones with 4 Stylish Colors, High Fidelity Wireless Sound, Long Battery Life, Comfortable Wearing and Mic - Green",49.99,,,1MORE,E1024BT-GR,1.0,in,,1.0,,,newegg,
KOSS SPORTA PRO 08 Portable Sporty Headphone,29.99,4.0,7.0,KOSS,SPORTA PRO 08,1.0,in,,0.0,reduct,,newegg,True
"HOSA GOLD-PLATED DUAL RCA - DUAL RCA, 4m (13.2 ft.)",17.98,,,Hosa,7.29E+11,1.0,on ear,7.0,1.0,reduct,proof,newegg,
Bluetooth Earphone V5.0 TWS Touch Control Stereo Sport Wireless Headphones Noise-Reduction Earbuds Headset with Charging Box for Cell Phones,25.99,,,,,1.0,on ear,12.0,1.0,cancel,,newegg,
Velodyne vQuiet Over-Ear Noise Cancelling Headphones - Black,174.08,4.0,55.0,Velodyne,vQuiet,1.0,in,10.0,1.0,isolate,,newegg,True
Panasonic White with Green Glow Accent RP-HXD5C-W 3.5mm Connector Supra-aural Over-the-head Headphone,36.0,,,Panasonic,RP-HXD5C-W,1.0,on,,1.0,,resist,newegg,
Wired LED Gaming Headset Stereo Headphone Bass Surround MIC for PS4 New Xbox PC,27.99,,,,,1.0,on,,1.0,,resist,newegg,
New TWS Wireless Bluetooth 5.0 Earphone Sport Sweatproof Headphone Stereo Portable Earbuds HIFI Top Sound Quality,30.99,,,,,1.0,in,,0.0,,,newegg,
Klipsch Reference On-Ear II Headphones (Black),109.92,4.0,4.0,Klipsch,,1.0,on,20.0,1.0,cancel,,newegg,True
AUDIO TECHNICA ATH-SR30BTGY SOUND REALITY BT HEADPHONE,69.0,,,AUDIO TECHNICA,,1.0,on,,1.0,,,newegg,
Philips SHB3175WT BASS+ Wireless Bluetooth Closed-Back Over-Ear Headphones with Mic - White,43.99,4.0,15.0,PHILIPS,SHB3175WT,1.0,over,40.0,1.0,isolate,,newegg,True
Sony WI-SP510 Wireless In-Ear Sport Headphones (Black),71.31,,,SONY,WI-SP510,1.0,,,1.0,isolate,,newegg,
Rca Whp141B 900 Mhz Wireless Stereo Headphones,39.99,2.0,1.0,VOXX - ACCESSORIES,WHP141,1.0,on,,0.0,,,newegg,False
PHILIPS SHB3060BK_27 Bluetooth stereo On-ear Headset,149.0,4.0,1.0,PHILIPS,SHB3060BK/27,1.0,on,,0.0,,,newegg,True
Pyle Home Phe5ab Bass Boosting Portable Headphone Amp,34.99,1.0,1.0,PyleHome,PHE5AB,1.0,on,,0.0,cancel,,newegg,False
Jabra CLIPPER Stereo Bluetooth Headset - White,22.99,,,,,1.0,,8.0,1.0,reduct,proof,newegg,
JVC Retro Green HA-F19BT Wireless Earbuds,24.99,,,JVC,HA-F19BT,1.0,,6.0,1.0,,resist,newegg,
HEADFUNK' HFH234 RED MIST Urban Guerillaz On Ear Headphones,24.99,,,HEADFUNK,HFH234,1.0,over,30.0,1.0,isolate,,newegg,
Velodyne vBold Over-Ear Wireless Bluetooth Headphones - Black,168.48,,69.0,Velodyne,80-VBOLDS,1.0,over,,1.0,,,newegg,
"House Of Marley Smile Jamaica In-Ear Wired Headphones with Mic, Rasta, EM-JE041-RA",24.99,,,House of Marley,,1.0,in,,1.0,,,newegg,
LED Smart Display Touch sport earbuds sweatproof Waterproof Bass Stereo Voice Assistant Bluetooth 5.0 in-ear Wireless Headset,29.6,,,,,1.0,in ear,55.0,0.0,reduct,proof,newegg,
Mee audio Air-Fi Matrix2 AF62 Stereo Bluetooth Wireless Headphones with Headset Functionality,254.99,5.0,13.0,Mee audio,HP-AF62-CF-MEE,1.0,,,0.0,,,newegg,True
AutofeelSunriseoffice Bluetooth Earphone Headset Wireless Headphone With Mic 3D Bass Stereo Headsets built-in Mic For Smartphone Calls,41.19,,,,,1.0,on,8.0,1.0,,proof,newegg,
1MORE Piston Fit In Ear Headphones Wired Earphones with Microphone and Remote Control for iPhone Samsung Huawei - E1009 Space Gray,30.27,1.0,1.0,1MORE,E1009-SG,1.0,in,,0.0,,,newegg,False
Klipsch R6i In-Ear Headphones w/ 3-Button Remote and Mic For iOS - Black,29.99,4.0,1.0,Klipsch,R6i Black B-stock,1.0,in,8.0,1.0,cancel,proof,newegg,True
TWS Bluetooth 5.0 Headset Wireless Earphones Earbuds Stereo Headphones with Mic,14.99,,,,,1.0,,8.0,1.0,,,newegg,
"Sony WH1000XM3 Bluetooth Wireless Noise Canceling Headphones, Black WH-1000XM3/B",219.99,4.0,6.0,SONY,WH-1000XM3,1.0,in,6.0,1.0,,,newegg,True
Cyber Acoustics Stereo Headphone For Education,16.04,5.0,1.0,Cyber Acoustics,,1.0,,,0.0,,,newegg,True
Audio-Technica ATH-ANC7BSV-RB QuietPoint Active Noise-Cancelling Closed-Back Headphones Silver,69.99,,,,,1.0,in,,1.0,,,newegg,
TWS True Wireless Earbuds Noise Canceling Earpiece Portable Bloototh Earphone Handsfree Sport Headset With Charging Case for Cell Phones,32.99,,,,,1.0,on,6.0,0.0,,proof,newegg,
Sovawin TWS Bluetooth 5.0 Earphone Wireless Earbuds Handsfree Touch Control Bluetooth Bilateral Stereo Headset 420mAh Power Bank with 420mah charging box,22.49,,,SOVAWIN,SH-YX-5,1.0,on,,1.0,,,newegg,
B9 Bluetooth Headset TWS5.0 Digital Display Wireless Sports Bluetooth Headset,27.99,,,,,1.0,in ear,,1.0,,,newegg,
NoiseHush Bluetooth Headphones W/ Mic Black Via Ergoguys,79.99,,,NoiseHush,BT700-12267,1.0,,,0.0,cancel,,newegg,
Axess Red EPBT104RD Splash Proof (IPX4) Wireless Bluetooth Earbuds,21.16,,,Axess,EPBT104RD,1.0,in ear,10.0,0.0,,,newegg,
Bluetooth Wireless Stereo Earphone Earbuds Sport Headphone with Mic for iPhone - Gold,17.5,,,,,1.0,in,24.0,0.0,,,newegg,
KOSS Blue - Milwaukee Brewers PTX6 Portable Headphone,14.05,,,KOSS,PTX6,1.0,on,6.0,0.0,reduct,,newegg,
Gumy Headphone Red,13.81,,,JVC,DH-HA-F160-R-K,1.0,in,,1.0,,,newegg,
"Anker Soundcore Spirit Dot 2 True Wireless Earbuds, Deep Bass, IPX7 Waterproof, Sweatproof, 16H Playtime, Fast Charge, Comfortable AirWings, Bluetooth 5, Mini Sports Earphones, Workout, Gym, Jogging",79.99,,,Soundcore,Spirit Dot 2,1.0,,110.0,1.0,cancel,proof,newegg,
Earphones Wireless Headphones Bluetooth Earphone 8D Touch TWS Headset Music Earbuds Sport Ear Buds Bass Ear Phones With Mic,24.99,,,,,1.0,in ear,20.0,1.0,cancel,,newegg,
JVC HA-EBT5-P PINK Wireless Sports In-Ear Bluetooth Headphone/Earphone Original,69.99,,,JVC,HA-EBT5-P,1.0,on,8.0,1.0,,,newegg,
"(3 Pack) Lightning Splitter Adapter for iPhone X, iPhone 8/8 Plus, iPhone 7/7 Plus, Mini Dual Lightning Headphone Audio & Charge Adapter, Support Calling Function & Music Control",9.49,4.0,2.0,,,1.0,on,16.0,1.0,reduct,resist,newegg,True
Bluetooth 5.0 headset Ronghu binaural call automatic pairing stereo smart charging compartment (true wireless-white),36.23,,,,,1.0,on,,1.0,,,newegg,
HQRP 4-Pack D Shape Earpiece Headset PTT Mic for HYT Radio Devices TC-500 / TC-508 / TC-518 / TC-600 / TC-610 / TC-620 / TC-700 / TC-700ExPLUS / TC-850 + HQRP Coaster,40.55,,,,,1.0,,,0.0,,,newegg,
JBL JBLENDURDIVEUAM Endurance DIVE Waterproof In-Ear Sport Headphone (Blue),,3.0,2.0,JBL,JBLENDURDIVEUAM,1.0,in,35.0,1.0,cancel,proof,newegg,False
Fuji Labs Sonique SQ306 Premium Beryllium  In-Ear Headphones,31.99,4.0,1.0,Fuji Labs,AUFJ-SQNBS306WH,1.0,in,18.0,0.0,,,newegg,True
50 Pcs 3-Layer Disposable Face Masks for Personal Protection,26.99,,,Sunkiss,3-layer protection,1.0,,,1.0,,proof,newegg,
SHURE AONIC 215 True Wireless Sound Isolating Earphones (Blue),229.0,,,SHURE,SE215SPE-B-TW1,1.0,in,6.0,1.0,cancel,,newegg,
Naztech X1ANC Active Noise Cancelling Earphones,79.99,,,Naztech,X1ANC,1.0,on ear,16.0,1.0,,,newegg,
Kenwood Red KH-SR800-R 3.5mm Connector Earbud In-ear Sports Headphone,77.79,,,Kenwood,KH-SR800-R,1.0,,,1.0,,,newegg,
JVC HAET50BTA AE Wireless Bluetooth Headset with Fit Motion Swivel - Blue,69.99,,,JVC,HAET50BTA,1.0,,6.0,0.0,,,newegg,
"House Of Marley Roar In-Ear Wired Headphones with Mic, Black, EM-JH081-BK",107.7,,,House of Marley,EM-JH081-BK,1.0,on,,1.0,reduct,proof,newegg,
