name,price,rating,rating_amount,brand,model,ASIN,_connection_,_type_,_battery_,_microphone_,_noise_,_water_,_UPC_
Wireless Over Ear Bluetooth Headphones Active Noise Cancelling Bluetooth 5.0 Microphone Over Ear Quick Charge Memory Foam Ear Cups Lightweight Rechargeable Foldable,,,,N&F,,B08MC7RGW6,1,over,,0,,,
"TREBLAB BT5 - Premium On-Ear Wireless Headphones - High-Intensity HD Sound w/Bluetooth 5.0 Over-Ear Microphone, Waterproof IPX4 for Sports Workout, 24H Play, Passive Noise Cancelling(Renewed)",32.16,4.8,7,Treblab,,B0842QG7XK,1,over,,0,,,
Men's/Adults Girls Croc Super Foldable Headphones Over Ear Headset Wired Headphones Stereo Earphone Receiver Headphone for Womens Laptops,22.99,,,,,B08KG8ZWSZ,0,,,0,reduct,,
"Cute Cat Ear Headphone with LED Light, Micro USB Foldable Headset HD Sound Over-Ear Kids Headphone for Girls Boys Gift(Blue)",29.98,,,Lazmin,,B081H8RMDK,0,over,,0,,,
"Over Ear Headphones with Mic, Super bat Comfortable Head-Mounted Ear Protector Bass Stereo Wired Headphones for Travel/Work/TV/Computer/Cellphone- Big Sound, Great Bass",23.99,,,,,B08MVTL5TH,0,,,0,,,
"TeaBoy Dual Driver 10 Hours Wireless Headphones Over Ear, EQ Deep Bass HiFi Stereo Bluetooth Headphones with HD Mic, TF Card, FM Radio, Soft Protein Earpads for Gym Travel Work Cellphone TV PC",23.99,,,TeaBoy,,,1,over,240,1,reduct,,
"ONANOFF BuddyPhones Play, Wireless Bluetooth Volume-Limiting Kids Headphones, 18-Hour Battery Life, 4 Volume Settings of 75, 85, 94dB and StudyMode, Includes Backup Cable for Sharing, Blue",39.9,4.2,310,ONANOFF,BuddyPhones Play,B0812B3QZS,1,on,18,1,,,
Sony RF995RK Wireless RF Headphones (2017 model),,3.8,236,Sony,MDR-RF995RK,B06XNJJ4JC,1,over,20,1,reduct,,
"Bluetooth Beanie Hat Headphones Headset, Wireless Connection Siri Voice Control Built-in HD Stereo Speakers & Microphone, Knit Cap for Running, Outdoor Sports, Women Men (Blue)",29.99,4.3,376,VOUO,,B07855GL8X,1,over,8,1,isolate,,
"Over Ear Headphones with Mic, F-airy Tail 15 Comfortable Head-Mounted Ear Protector Bass Stereo Wired Headphones for Travel/Work/TV/Computer/Cellphone- Big Sound, Great Bass",23.99,,,,,B08ML9PX6V,0,,,0,,,
"Earmuff Headphones - iPhone & Scanner Compatible - Great for Impact Sports Like Hunting, Gun Range, NASCAR Races, Construction, Work, etc.",25.99,3.8,23,Race Day Electronics,Race Day Electronics Collapsible Headset For Nascar Racing w/ 3.5mm Plug & Volume Control,B008BTH3NO,0,over,,0,cancel,,
Sony Mdr-222Kd/Pin Childrens Headphones (Pink) (Renewed),19.95,,,Sony,,B08L5SRBZ1,0,,,0,,,
"Philips Wireless Bluetooth Headphones On Ear with Active Noise Cancellation and Deep Bass - 18H Studio Playtime - Soundproof for Studying, Lightweight Design",,4,5,PHILIPS,,B083VZYBTH,1,on,18,1,cancel,,
"HAIZ Bluetooth 5.0 Headphones,Bluetooth Headphones Over Ear,Wireless Headphones Stereo,HiFi Headphones Strong Bass Earphones for Travel/Work/Sports",,,,HAIZ,,B08L6PWSC1,1,over,,1,cancel,,
"iGo 48002960 Miami Headphones, Brown/Gold (Discontinued by Manufacturer)",10,2.6,7,"IGo - Mobility Electronics, Inc.",,B006NB89HQ,0,,,1,cancel,,
Ymiko Foldable Wired Stereo Headset Children Headphone Bluetooth Headphones Over Ear with Microphone for Smartphone Tablet (Black),10.78,,,Ymiko,,B08BZSN2BB,1,over,,1,,,
My-Hero ACA-De-Mia Foldable Wireless Bluetooth Earbuds Noise Reduction Hi-Fi Stereo Over-Ear Earphone Portable Comfortable Music Gaming Headphones,,,,,,B08LZL8K5D,1,,,0,,,
CB3 Hush Wireless Headphones with Active Noise Cancelling Technology (Black),,4,591,CB3 Audio,,B01L8C8WCQ,1,over,,1,,,
"Polaroid Dynamic Audio Wireless Headphones - Rechargeable HD Headset with Wired and Wireless Bluetooth Connectivity - Stereo Sound Quality Headphone with Mic for Phone, Laptop, Computer Use (Pink)",19.99,4.2,11,Polaroid,,B08C6SJ735,1,,,1,,,
"Bluetooth Headphones Bluetooth 5.0 Wireless Headset Over Ear Lightweight Rechargeable Comfortable Wireless Headset for Kids, Adults, Travel, Online Class, Home Office",40,,,,,B08MQ472KW,1,,24,0,,,
Sony MDR-85 Over-The-Head Mega Bass Stereo Headphones,59.95,5,2,,,B000VH97Q0,0,,,0,,,
"Wireless Bluetooth Headphones with Colorful Led Light,Foldable HiFi Stereo Headphones Over Ear with Deep Bass,Wired Headsets with Mic and Tf-Card for Cellphone",17.89,,,YTFU,,B08LZF774L,1,over,,1,reduct,,
Kenwood KH-KR900 Headphones,,4.4,2,Kenwood,EB102B,B015LH420A,0,on,,1,,,
"Over Ear Headphones with Mic, German Shepherd 2 Comfortable Head-Mounted Ear Protector Bass Stereo Wired Headphones for Travel/Work/TV/Computer/Cellphone- Big Sound, Great Bass",21.99,,,,,B08KGQ27RK,0,,,0,,,
"Audio-Technica ATH-SPORT1YP SonicSport In-Ear Headphones, Yellow/Pink",29,3.1,19,Audio-Technica,960-000733,B00REMTT1I,0,over,,0,,,
"Bluetooth Sleep Headphones DALUZ Sports Headband Wireless with Ultra-Thin HD Stereo Speakers Features Calling, Music, Siri Suitable for Sleeping, Sports, Travel, Insomnia etc.",,4,152,DALUZ,,B07ZQZNQ9C,1,over,180,0,,,
AMAOZNBSTEER Wired Headphones Headsets My Hero-Aca Foldable Over Ear for Kids or Adults Black,25,3.9,4,AMAOZNBSTEER,,B07KSYH6DT,0,over,,1,cancel,,
"Wireless Over Ear Bluetooth Headphones Bluetooth Headphones Comfortable Lightweight Rechargeable HiFi Stereo Headset for Kids, Adults, Travel, Online Class, Home Office Wireless Headset",40,,,,,B08MQ54FNF,1,,6,1,,resist,
TAJ's Bluetooth Over Ear Headphones,17.99,,,IPX7,,B07RSWS8F4,1,over,,0,,,
JiaLG Bluetooth Headphones Over Ear Wireless Headset 57mm Drive HiFi Bluetooth Earphone with mic for Phone Music Sports (Color : Yellow),65.92,,,,,B08MW9QV3Q,1,on,,1,isolate,,
"Aleola 3.5mm Wired Headphone, Over-Ear Foldable Stereo Headset, Earphone for Gift (Black)",,,,Aleola,,B08DN6VSMG,1,over,,1,reduct,,
Focal Spirit One S Premium Closed Back Headphones,159.99,3.6,90,Focal,Focal Spirit One,B00KFQMIVS,0,over,,0,,,
Gazechimp Over-Ear Gaming Headset Wireless Bluetooth Headphone with RGB Light and Mic - Black,21.99,4,1,Gazechimp,,B07RLF3R34,1,over,,1,cancel,,
Denon AH-D310R Mobile Elite Over-Ear Headphones with 3 Button Remote and Mic (Black) (Discontinued by Manufacturer),69.95,3,13,Denon,,B003Y3BHF2,0,over,,1,,,
"Califone 2924AV Deluxe Mono Headphone, Fully Adjustable Headband, Recessed Wiring For Safety, Replaceable 6' Straight Cord Long Enough To Avoid Accidental Pull Out, White/black",13.5,4,23,Califone,2924AV Deluxe Mono Headphones with Replaceable Straight Cord,,0,over,,0,,,
Soul Electronics SL300WBM Hi-Definition Over Ear Headphones - (Matte Black),126.68,3.6,3,Soul Electronics,,B00J9MBYAK,0,over,,0,cancel,,
Bluetooth Headphones Over Ear ，HY-811 Foldable Stereo Soft Memory Egg Black Earmuffs Headsets， Lightweight Headphones with Share Port and Mic for Teens Adults at Home School Office,59.99,,,,,B08MQTGLJT,0,,,0,,,
Men's Kids Dragon Foldable Headphones Over Ear Headset Wired Headphones Stereo Earphone Microphone Headphone for Mens Gaming,22.99,,,,,B08M14M2BG,0,,,0,reduct,,
EXCEART Unicorn Kids Headphones Kids Headband Earphone Foldable Over On Ear Game Headset for Toddlers with Mic,,,,EXCEART,,B08JPSNFX4,1,on,,0,,,
"Over Ear Headphones with Mic, F-airy Tail Logo 25 Comfortable Head-Mounted Ear Protector Bass Stereo Wired Headphones for Travel/Work/TV/Computer/Cellphone- Big Sound, Great Bass",23.99,,,,,B08ML1X56X,0,,,0,,,
"AKSONIC Ultralight Active Noise Cancelling Headphones Bluetooth V5.0 aptX Wireless Over Ear Headset with Mic, Dual Device Connection, Comfortable Protein Leather Earpads for Work Travel TV PC Gaming",69.99,4.6,6,AKSONIC,,B07V8GM34N,1,over,30,0,cancel,,
"Over Ear Headphones with Mic, Light Comfortable Head-Mounted Ear Protector Bass Stereo Wired Headphones for Travel/Work/TV/Computer/Cellphone- Big Sound, Great Bass",23.99,,,,,B08MVVS8N4,0,,,0,,,
"Califone 2810-PA Listening First Stereo Headphone, Panda Motif - Pack of 2",22.45,3.5,5,Califone,,B00NH8P9IA,0,over,,0,,,
"Foldable Wired Over Ear Kids Headphone with Glowing Light for Girls Children Cosplay Fans,Fox Ear Headphones, 85dB Volume Limited (Purple)",14.99,,,Esonstyle,,B087Q4RWG8,0,over,24,0,reduct,,
Wireless Over Ear Bluetooth Headphones Active Noise Cancelling Bluetooth 5.0 Quick Charge Memory Foam Ear Cups Comfortable Lightweight Rechargeable HiFi Stereo Headset,,,,N&F,,B08MC7J19H,1,over,,0,,,
"TONGHUA Bluetooth Headphones, Cat Ear LED Light Up Wireless Foldable Headphones Over Ear with Microphone and Volume Control for Smartphones/Laptop/PC/TV",23.59,,,TONGHUA,,B08MQPB2FJ,1,,148,0,,,
Happy-top Beanie Wireless Music Headphones Hat Compatible for iPhone Samsung Android (Black),11.99,3.7,39,Happy-top,,B0172U70GC,1,,6,1,,,
"Over Ear Headphones with Mic, Super Love Comfortable Head-Mounted Ear Protector Bass Stereo Wired Headphones for Travel/Work/TV/Computer/Cellphone- Big Sound, Great Bass",23.99,,,,,B08MVX2B17,0,,,0,,,
"Aluratek Bluetooth 5.0 Wireless Stereo Headphones with Boom Mic for PC, MAC, Smartphone, iPhone, Tablet/iPad, Over-Ear, Home, Office, Distance Learning, Headset (ABHS02F)",,,,Aluratek,,B08JPFH17B,1,over,800,1,,,
ZLDAN Active Noise Cancelling Bluetooth Headphones V5.0 Headset Over Ear Stereo Wired Headphone with Microphone,111.98,,,,,B08MFG47LJ,1,,,1,cancel,,
Wireless Over Ear Bluetooth Headphones Active Noise Cancelling Microphone Over Ear Wired Wireless Headset Memory Foam Ear Cups Lightweight,,,,N&F,,B08MC71D6R,1,over,10,1,reduct,,
beyerdynamic Amiron Copper Bluetooth Wireless Over-Ear Headphones,499,4.3,199,Beyerdynamic,Amiron wireless copper,B07VVC1KH3,1,over,,1,,,
"Libode S10 Unicorn Kids Headphones for Girls Children Teens, Safe Volume Limited 85dB, Wired Headphones with Adjustable Headband, 3.5mm Jack Compatible with iPad, Cellphones, Tablet-Golden",17.99,,,N&P,,B08HTR1P5S,0,,,1,,,
"Over Ear Headphones with Mic, Golden Butterfly 1 Comfortable Head-Mounted Ear Protector Bass Stereo Wired Headphones for Travel/Work/TV/Computer/Cellphone- Big Sound, Great Bass",23.99,,,,,B08MTSPZBP,0,,,0,,,
Beats S.t.u.d.i.o/3 Wireless Headphones in White with Carrying case and 3.5mm RemoteTalk Cable,329.99,4.6,27,Beats'x,Studio3,B07KTYW7ZC,1,over,40,1,cancel,,
Audio-Technica ATH-M50X Professional Monitor Headphones with Knox Protective Headphone Case Bundle (2 Items),164,5,6,Audio-Technica,ATH-M50x,B07WFHCC4W,0,over,,0,isolate,,
Kicker HP402BTB Tabor Bluetooth Wireless Headphones,99.95,4.2,75,KICKER,,B00PKDY28I,1,,10,1,,,
"Wireless Kids Headphones Unicorn,KORABA Girls Boys Sparkly Rainbow Headphones for School/Travel/Christmas/Birthday Gifts (Pink)",28.99,4.6,13,KORABA,,B087RHPVZX,0,,,0,,,
Skullcandy Venue Bluetooth Wireless Active Noise Cancelling Headphone Bundle with divvi! Black/Walnut Headphone Stand - Black,178.99,,,Skullcandy,,B081FJS7SJ,1,,24,0,cancel,,
Sony WH1000XM3 Wireless Noise-Canceling Headphones (Silver) XB01 Extra Bass Portable Bluetooth Speaker and Accessory Bundle (5 Items),348,4,4,Sony,,B07P6DD5GB,1,over,,0,cancel,,
"Altec Lansing MZX300-PNK Wireless Over Ear Bluetooth Headphones with Microphone, Pink",,4.1,40,Altec Lansing,,B06XQ5HMHR,1,over,,0,,,
Mobile Wireless Bluetooth Hardx- Glam-Kiss 3D Printing Over Ear Headphones Black,,,,5NM3F87UJJ,,B07Z3S39WB,1,over,,0,,,
"Noise Cancelling Headphones, Headphones Over Ear Soft Protein Earpads, Wireless Headphones for TV Travel Work",,1,1,Only9left,,B07V5Y6SF2,0,over,,0,,,
Adults Boys Cute Panda Foldable Headphones Over Ear Headset Wired Headphones Stereo Earphone Receiver Headphone for Womens Gaming,22.99,,,,,B08LSGXN18,0,,,0,reduct,,
"XHN Over Ear Wireless Headphones, Bluetooth Headphones with Deep Bass Wireless Headphones, Foldable Wireless Headphones for Samsung iPhone Android airpods",63.99,,,XHN,,B07YLGXP3Q,1,over,10,1,,,
"Ikevan Foldable Bluetooth 4.1 Stereo Wireless Headset Over Ear Headphones Built-in Microphone for Phone, Pc, Laptop, Tablet (A)",16.4,,,Ikevan_,,B0855J7L56,1,over,15,1,reduct,,
Men's Teen Girls Heart Dogs Foldable Headphones Over Ear Headset Wired Headphones Stereo Earphone Receiver Headphone for Mens Travel,22.99,,,,,B08M148C68,0,,,0,reduct,,
Wireless Headset Bluetooth Headphones Active Noise Cancelling Microphone Over Ear Quick Charge Wireless Headset Lightweight 40 hr Battery Rechargeable Wireless Over Ear Bluetooth Headphones,61,,,,,B08MQBH3P1,0,,,1,,,
"Sacit Cat Ear Wireless Bluetooth Glowing Headset, Foldable Headphone Over-Ear with LED Lights/Volume Control/7H Playtime, Birthday Gifts for Boys Girls",,5,1,Sacit,,B08F7HFDLY,1,over,,0,,,
"Girls Pink Unicorn Wired Headphones,Cute Cat Ear Kids Game Headset for Boys Teens Tablet Laptop PC,Over Ear Children Headset with 85dB Volume Limited&Mic,for School Birthday Xmas Gifts (Shocking Pink)",21.99,,,SVYHUOK,,B08JKNQGGQ,0,over,,1,isolate,,
V BESTLIFE Deep Bass Wired Over Ear Headphones with Independent Microphone with 3.5mm Audio Jack for PS3/ iOS Pro/Xbox One(Black red),35.38,,,,,B08LP1MFJ6,0,,,1,reduct,,
Bass Jaxx Blue Titan Headphones with Built in Mic,16.99,3.6,7,Titan Bass Jaxx,,B01J08XFFY,0,over,,1,,,
"SWETIY Noise Cancelling Headphones, 10Hrs Playtime USB-C Over Ear Wireless Headphones with Hi-Fi Deep Bass, Quick Charge Bluetooth 5.0 CVC 8.0 Mic, Headset for TV PC Cellphone",50.99,,,,,B08CXG4TKT,1,on,,1,,,
Sony MDR-IF245RK Wireless Infrared Headphones,99,3.7,630,Sony,,B00931SHKC,0,over,,0,,,
"137 AOSANQI Gaming Headset Headset Wired AOSANQI Headphones Cube Melting Cube Lightweight with Mic Over Ear, Funny Headsets for Smartphone and Tv 3.5Mm Black",11.88,,,,,B08FRD7G3S,0,on,,0,,,
DURAGADGET Kids' Over-Ear Unicorn Headphones (Pink & Purple) with Soft Headband - Compatible with Samsung Galaxy Tab A7 | Tab A8 | Tab A 10.1 | Tab S6 Lite Tablets,,,,,,B08M5S515R,0,,,0,,,
2 Pack Vibe Sound DJ Style Stereo Over Ear Headphones All Devices w/ 3.5mm Black,19.99,,,Vibe,,B07PFYHFXP,0,over,,0,reduct,,
Wireless Over Ear Bluetooth Headphones Active Noise Cancelling Bluetooth 5.0 Microphone Quick Charge Deep Bass Memory Foam Ear Cups Lightweight,,,,N&F,,B08MC7M9LG,1,over,,1,isolate,,
"Sleep Headphones Sleeping Headphones Bluetooth, Bluetooth Headband Headphones with Built-in Thin Speakers, Comfortable for Sleeping Running Yoga (Black)",19.99,4.1,11,Hiya-Naya,,B08FSK3RRG,1,on,12,1,,,
"TYGYDLQ Stylish Professional 5.0 Headphones Wireless foldable Headset Over Ear headphones with Microphone and Vo Professional Mixing Headphones Ultra-long standby, sporty fashion, lossless sound quali",418.41,,,,,B08MQ57QJF,1,,30,1,,,
"SIMOLIO Wireless TV Headphone Receiver, Replacement Headphone for TV Listening System SM-825D Pro, SM-8245, Wireless Headphone for TV Watching, with TV Sound Enhancement for Hard of Hearing",,5,2,SIMOLIO,,B083Q9P2L3,1,over,10,1,isolate,,
laize Bluetooth Headphones Kids Cute Horn Wireless Headphones Over Ear Foldable,,,,Laize,,B08DTXM3PD,1,on,18,0,,,
JBL Club One Premium Wireless Bluetooth High-Resolution Over-Ear Headphones Bundle with Anker PowerPort Elite 2 Port USB Wall Charger - Black,279.99,,,JBL,,B08BFHYNYR,1,over,45,0,cancel,,
"ATIVA Kids Lightweight Over-The-Ear Headphones with Magnetic Animal Ears, Panda, KD-28",19.99,4.3,9,,,B08FCC8WZQ,0,,,1,,,
Mobile Wireless Bluetooth Cubs_ChiXXago Fashion Over Ear Headphones Black,,,,AMAOZNBSTEER,,B07KW1Y5TW,0,over,,1,cancel,,
"Rybozen Wireless TV Headphones Home Headset for TV Watching,TV Ears Microphone 5 in 1 Functions with Transmitter/FM Radio/3.5 MM Jack/Net Chat and Monitoring",23.98,3,602,Rybozen,,B076P6Q58J,0,over,,0,,,
"CHAW Headphones with Cat Ear,Cat Ear LED Light Up Wireless Foldable Headphones Over Ear with Microphone,Stereo Wireless Bluetooth Headphones for Kids Adult Girls and Boys",,,,CHAW,,B08MF1Q5R4,1,,,1,cancel,,
"Noise Cancelling Headphones Bluetooth Headset, ANC Over Ear Wireless Bluetooth Headphones With Mic, Dual 40 mm Drivers, HIFI Deep Bass Foldable Bluetooth Headphones With15Hrs Playtime 3.5mm Audio Jack",,3.1,6,DSRCHARGER,,B07J5LMT7L,1,over,15,0,reduct,,
Wireless Over Ear Bluetooth Headphones Bluetooth 5.0 Microphone Over Ear Quick Charge Wireless Headset Memory Foam Ear Cups Lightweight Rechargeable,,,,,,B08MC5RV5R,0,,,1,reduct,,
Wireless Headphone Bluetooth Headset V5.0 Built-in Mic Soft Earpads Wireless Headphones Over Ear for Travel Home Office,19.39,,,Yissone,,B08M6829GM,1,over,,0,,,
Wireless Over Ear Bluetooth Headphones Bluetooth 5.0 Active Noise Cancelling Wired Lightweight Rechargeable HiFi Stereo Headset,,,,N&F,,B08M679773,1,over,300,0,,,
"Over Ear Headphones with Mic, Spike Cheese Comfortable Head-Mounted Ear Protector Bass Stereo Wired Headphones for Travel/Work/TV/Computer/Cellphone- Big Sound, Great Bass",23.99,,,,,B08MVWPLM5,0,,,0,,,
"Han Shi Wireless Bluetooth Headphones Foldable Lightweight Over Ear Headsets with Microphone, Soft Earpads Deep Bass Stereo Earphone for Sport, Work, Travel #BAO0120-003(Black)",14.39,,,Han Shi-Electronic,,B08423WNJM,1,,,1,reduct,,
Men's/Adults Kids Ste-Ven Universe 12 Foldable Headphones Over Ear Headset Wired Headphones Stereo Earphone Microphone Headphone for Mens Work,22.99,,,,,B08KG2PDB3,0,,,0,reduct,,
Ear Pads Cushions Covers Replacement Foam Pillow Earpads for Koss R80 R-80 Over Ear Headphone Headset,8.99,1,1,YDYBZB,,B07X6M5JG8,0,over,,0,,,
iHome Bluetooth Foldable Headphones,12.99,4.4,10,IHome,,B07KWG48B7,1,,,0,,,
Men's Teen Girls Eagle Animal Foldable Headphones Over Ear Headset Wired Headphones Stereo Earphone Microphone Headphone for Womens Smartphones,22.99,,,,,B08LP7K831,0,,,0,reduct,,
"Active Noise Cancelling Headphones Kodiak Jagger DJ1. Bluetooth Headphones with Mic Deep Bass Wireless Headphones Over Ear. Up to 30 Hours Playtime Good for Traveling, Working and Gaming",51.99,,,Kodiak Technology,,B07RY3V61R,1,over,30,1,cancel,,
Bluetooth Headphones Wireless Over Ear Bluetooth Headphones Active Noise Cancelling Bluetooth 5.0 Over Ear Deep Bass Rechargeable HiFi Stereo Headset Wireless Headset,78,,,,,B08MQ64CLX,1,,,1,cancel,,
Wireless Over Ear Bluetooth Headphones Bluetooth 5.0 Bluetooth Headphones Microphone Wireless Headset Rechargeable HiFi Stereo Headset,,,,N&F,,B08MKDQ7QG,1,over,,0,reduct,,
It's OK LGBTQ Headphones 3D Printed Over-Ear Lightweight Headphone for Kids Men Women,,,,Sno54dhg34,,B07T71PDML,0,over,,0,,,
"ATC Black Bluetooth Headphones, Bluetooth 4.0 High Fidelity Foldable Wireless Over-Ear Headphones Headsets for Smart Phones and Tablets",,2.6,3,ATC,,B06XRSZQZ9,1,over,,1,,,
DURAGADGET Kids' Over-Ear Unicorn Headphones (Pink & Purple) with Soft Headband - Compatible with Lexibook Disney Karaoke CD Players: Nickelodeon Baby Shark & Paw Patrol Chase Marshall,,,,,,B08M635J6R,0,,,0,,,
AVID AE-35 12 Pack White Personal Classroom Headphones,119,5,4,Avid,,B07GJYKW64,0,,,1,,,
"Over Ear Headphones with Mic, F-airy Tail 14 Comfortable Head-Mounted Ear Protector Bass Stereo Wired Headphones for Travel/Work/TV/Computer/Cellphone- Big Sound, Great Bass",23.99,,,,,B08MLFLXWN,0,,,0,,,
JOYFLY Super Design Bluetooth Headphones Wireless Hands Free Over-Ear Headphones (Color4),,,,JOYFLY,,B01E2AJ2XY,1,over,,1,,,
Bluetooth Headphones Over Ear ，HY-811 Foldable Stereo Soft Memory Egg Black Earmuffs Headsets， Lightweight Headphones with Share Port and Mic for Teens Adults at Home School Office,59.99,,,,,B08MQR86BH,0,,,0,,,
Uber 32380 Purple 3.5 mm Jack Wired Over-Ear Headphones,,3.9,134,Uber,Over Ear Earbuds,B07FB1M3N7,0,over,,1,,,
CTWUVS ADPR Cool Blue Galaxy Wolf Wired Headphones Headsets Foldable Over Ear for Kids or Adults Black,25,1,1,CTWUVS ADPR,,B07Y4DJZXK,0,over,,1,cancel,,
"Alpatronix HX101 Bluetooth Wireless Headphones with High Definition, Deep Bass, Noise Isolation, Built-in Mic, Volume & Playback Controls, aptX & CVC 6.0 (Black)",54.95,4.5,150,Alpatronix,,B07KMFPV6F,1,on,,1,reduct,,
Sentry Pro Series: Premium Rotating Bluetooth Headphones,37.11,4.2,13,Sentry Industries Inc.,Pro,B07RP4FH64,0,over,,0,,,
"Electronics Wireless Over Ear Headphones, Hi-Fi Stereo Foldable Wireless/Wired Headsets Mic and Tf-Card Compatible for PC,Laptop TV Wearable (Color : Brown)",,,,,,B08KH96W3Z,0,,,1,,,
"Over Ear Headphones with Mic, Golden Butterfly Comfortable Head-Mounted Ear Protector Bass Stereo Wired Headphones for Travel/Work/TV/Computer/Cellphone- Big Sound, Great Bass",23.99,,,,,B08MTQKH7B,0,,,0,,,
Sony MDR-Z7M2 Hi-Res Stereo Overhead Headphones (International Version/Seller Warranty),529,4.3,34,,,B07GT5F5FN,0,,,0,,,
"Stereo Gaming Headset Wired Stereo Headphones Ghidorah Lightweight with Mic Over Ear, Fashion Headsets for Smartphone and Tv 3.5Mm Black",,,,ZSDAFGHKKK,,B08688NFBH,0,over,,0,,,
"DZHTSWD Bluetooth Headphones Over Ear, Head-Mounted Stereo Wireless Headset, Fast Charging Bluetooth Headset, Heavy Bass, for Home Office ，Three Colors Available (Color : Black)",79.16,,,,,B08MLB4S8Q,1,in,,1,isolate,,
"Over Ear Headphones with Mic, Blue Butterfly 6 Comfortable Head-Mounted Ear Protector Bass Stereo Wired Headphones for Travel/Work/TV/Computer/Cellphone- Big Sound, Great Bass",23.99,,,,,B08MPZ9DS7,0,,,0,,,
"Sensory Wireless Earbuddies for Kids, Bear, Bluetooth Headphones for Sensitive Ears, Light Weight Washable Soft Fabric, Promote Easier Bedtime Routine, Home and Travel, Boys and Girls",29.99,4.4,42,Sensory Scout,,B07YK6WDTR,1,over,,0,,,
"Over Ear Headphones with Mic, Super-Tails Comfortable Head-Mounted Ear Protector Bass Stereo Wired Headphones for Travel/Work/TV/Computer/Cellphone- Big Sound, Great Bass",23.99,,,,,B08MVV6FLY,0,,,0,,,
"KAIXIANG Wireless Bluetooth Headphones Noise Cancelling Hi-Fi Stereo Deep Bass with Mic Over Ear, TF Card 8H Playtime for Work Sport TV",,,,KAIXIANG,,B07TWVXG75,1,over,8,1,reduct,,
"Over Ear Headphones with Mic, Purple Flower sea Comfortable Head-Mounted Ear Protector Bass Stereo Wired Headphones for Travel/Work/TV/Computer/Cellphone- Big Sound, Great Bass",23.99,,,,,B08MT41BWD,0,,,0,,,
